val/loss,val/acc,val/prec,val/rec,val/preds_sum,val/targets_sum,val/acc_best,val/loss_best,epoch,step,train/loss,train/acc,train/prec,train/rec,train/preds_sum,train/targets_sum,train/acc_best,train/loss_best,test/loss,test/acc,test/prec,test/rec,test/preds_sum,test/targets_sum,test/TP_epoch,test/FP_epoch,test/TN_epoch,test/FN_epoch,test/acc_epoch,test/prec_epoch,test/rec_epoch,test/preds_sum_epoch,test/targets_sum_epoch
0.9864059686660767,0.7732170820236206,0.672167181968689,0.15820901095867157,44328.0,7968.0,0.9397211074829102,0.9864059686660767,15,143,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,15,143,0.9198154807090759,0.8424281477928162,0.5856644511222839,0.14828138053417206,29541.666015625,7295.888671875,0.9589835405349731,0.9198154807090759,,,,,,,,,,,,,,,
1.0483660697937012,0.7933779954910278,0.5756362080574036,0.15597234666347504,39088.0,7968.0,0.9397211074829102,0.9864059686660767,16,152,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,16,152,0.9155093431472778,0.8185847997665405,0.6491010785102844,0.15589605271816254,33266.77734375,7295.888671875,0.9589835405349731,0.9155093431472778,,,,,,,,,,,,,,,
1.1028345823287964,0.8170082569122314,0.5544543862342834,0.17051513493061066,34015.5,7968.0,0.9397211074829102,0.9864059686660767,17,161,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,17,161,0.8712785243988037,0.8287949562072754,0.679785966873169,0.16512198746204376,32290.666015625,7295.888671875,0.9589835405349731,0.8712785243988037,,,,,,,,,,,,,,,
1.2730237245559692,0.8338353633880615,0.45786917209625244,0.16390803456306458,28279.0,7968.0,0.9397211074829102,0.9864059686660767,18,170,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,18,170,0.8392205238342285,0.8256196975708008,0.7243907451629639,0.158742293715477,35151.33203125,7295.888671875,0.9589835405349731,0.8392205238342285,,,,,,,,,,,,,,,
0.8825936913490295,0.7470690011978149,0.810754120349884,0.1628301441669464,52848.0,7968.0,0.9397211074829102,0.8825936913490295,19,179,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,19,179,0.8714461922645569,0.8076943159103394,0.7314130663871765,0.15528982877731323,39990.22265625,7295.888671875,0.9589835405349731,0.8392205238342285,,,,,,,,,,,,,,,
0.9708211421966553,0.7514846920967102,0.7314257621765137,0.15563496947288513,50802.5,7968.0,0.9397211074829102,0.8825936913490295,20,188,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,20,188,0.820229709148407,0.8138115406036377,0.7712682485580444,0.15636298060417175,37313.33203125,7295.888671875,0.9589835405349731,0.820229709148407,,,,,,,,,,,,,,,
0.8716681003570557,0.8636841773986816,0.6444478034973145,0.24237067997455597,27419.0,7968.0,0.9397211074829102,0.8716681003570557,21,197,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,21,197,0.7819341421127319,0.8099389672279358,0.8027591109275818,0.15917161107063293,37929.109375,7295.888671875,0.9589835405349731,0.7819341421127319,,,,,,,,,,,,,,,
1.0000534057617188,0.9482554793357849,0.5628666281700134,0.515144407749176,9608.5,7968.0,0.9482554793357849,0.8716681003570557,22,206,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,22,206,0.6071926951408386,0.8912734985351562,0.8053532838821411,0.25921255350112915,23379.111328125,7295.888671875,0.9589835405349731,0.6071926951408386,,,,,,,,,,,,,,,
0.6374551057815552,0.9847888946533203,0.7614943385124207,0.9722537994384766,6269.0,7968.0,0.9847888946533203,0.6374551057815552,23,215,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,23,215,0.35858726501464844,0.9487746357917786,0.8726629018783569,0.49025535583496094,14701.22265625,7295.888671875,0.9589835405349731,0.35858726501464844,,,,,,,,,,,,,,,
0.24148322641849518,0.992307722568512,0.905532717704773,0.9570934176445007,7193.5,7968.0,0.992307722568512,0.24148322641849518,24,224,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,24,224,0.19688135385513306,0.982925295829773,0.9180406928062439,0.7459612488746643,9052.0,7295.888671875,0.982925295829773,0.19688135385513306,,,,,,,,,,,,,,,
0.14736250042915344,0.9966263771057129,0.9330624341964722,0.9887348413467407,7299.5,7968.0,0.9966263771057129,0.14736250042915344,25,233,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,25,233,0.13735134899616241,0.9883259534835815,0.9489864706993103,0.8418546915054321,8517.77734375,7295.888671875,0.9883259534835815,0.13735134899616241,,,,,,,,,,,,,,,
0.06385232508182526,0.9983494281768799,0.978143572807312,0.9913798570632935,7854.0,7968.0,0.9983494281768799,0.06385232508182526,26,242,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,26,242,0.04706358164548874,0.996364176273346,0.9933227896690369,0.930242657661438,7801.77783203125,7295.888671875,0.996364176273346,0.04706358164548874,,,,,,,,,,,,,,,
0.03880394995212555,0.9986412525177002,0.9846832752227783,0.9904569387435913,7918.0,7968.0,0.9986412525177002,0.03880394995212555,27,251,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,27,251,0.028487930074334145,0.9975207448005676,0.9956063032150269,0.946934163570404,7686.111328125,7295.888671875,0.9975207448005676,0.028487930074334145,,,,,,,,,,,,,,,
0.02886756882071495,0.9986589550971985,0.9880586266517639,0.9880735874176025,7951.5,7968.0,0.9986589550971985,0.02886756882071495,28,260,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,28,260,0.02160925418138504,0.9976739883422852,0.9964026212692261,0.9498293995857239,7655.33349609375,7295.888671875,0.9976739883422852,0.02160925418138504,,,,,,,,,,,,,,,
0.03091294690966606,0.9988125562667847,0.9871922731399536,0.9905730485916138,7925.5,7968.0,0.9988125562667847,0.02886756882071495,29,269,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,29,269,0.017731454223394394,0.998020589351654,0.996760368347168,0.9570251107215881,7622.4443359375,7295.888671875,0.998020589351654,0.017731454223394394,,,,,,,,,,,,,,,
0.02813265100121498,0.9988408088684082,0.9876338839530945,0.9905640482902527,7924.5,7968.0,0.9988408088684082,0.02813265100121498,30,278,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,30,278,0.015845155343413353,0.9979689121246338,0.9972677230834961,0.9590369462966919,7594.4443359375,7295.888671875,0.998020589351654,0.015845155343413353,,,,,,,,,,,,,,,
0.03027314692735672,0.9989417791366577,0.9868695139884949,0.9924482107162476,7908.5,7968.0,0.9989417791366577,0.02813265100121498,31,287,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,31,287,0.013466202653944492,0.9984219074249268,0.997509241104126,0.9668266773223877,7528.77783203125,7295.888671875,0.9984219074249268,0.013466202653944492,,,,,,,,,,,,,,,
0.024518832564353943,0.9989776015281677,0.989560604095459,0.991258978843689,7938.5,7968.0,0.9989776015281677,0.024518832564353943,32,296,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,32,296,0.011999385431408882,0.9986182451248169,0.9977438449859619,0.969512939453125,7515.111328125,7295.888671875,0.9986182451248169,0.011999385431408882,,,,,,,,,,,,,,,
0.025085438042879105,0.9990444183349609,0.9892305731773376,0.9923232793807983,7928.0,7968.0,0.9990444183349609,0.024518832564353943,33,305,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,33,305,0.011289437301456928,0.9984919428825378,0.9980792999267578,0.9691614508628845,7518.0,7295.888671875,0.9986182451248169,0.011289437301456928,,,,,,,,,,,,,,,
0.024545803666114807,0.9991748332977295,0.9895193576812744,0.9938361048698425,7924.0,7968.0,0.9991748332977295,0.024518832564353943,34,314,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,34,314,0.010102411732077599,0.9987642765045166,0.9980407357215881,0.9731258749961853,7481.4443359375,7295.888671875,0.9987642765045166,0.010102411732077599,,,,,,,,,,,,,,,
0.025276971980929375,0.999289870262146,0.9890995621681213,0.9956061840057373,7910.5,7968.0,0.999289870262146,0.024518832564353943,35,323,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,35,323,0.0090945428237319,0.9988388419151306,0.9984989166259766,0.973936915397644,7485.0,7295.888671875,0.9988388419151306,0.0090945428237319,,,,,,,,,,,,,,,
0.02471715211868286,0.9993822574615479,0.9895144701004028,0.9962802529335022,7903.0,7968.0,0.9993822574615479,0.024518832564353943,36,332,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,36,332,0.00771533465012908,0.9989900588989258,0.9986422061920166,0.9776042103767395,7460.77783203125,7295.888671875,0.9989900588989258,0.00771533465012908,,,,,,,,,,,,,,,
0.018955938518047333,0.9994603395462036,0.992368221282959,0.9957567453384399,7942.0,7968.0,0.9994603395462036,0.018955938518047333,37,341,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,37,341,0.007323799654841423,0.9991137981414795,0.9988487958908081,0.980046272277832,7433.33349609375,7295.888671875,0.9991137981414795,0.007323799654841423,,,,,,,,,,,,,,,
0.018353693187236786,0.9994888305664062,0.9917494058609009,0.9965991973876953,7927.5,7968.0,0.9994888305664062,0.018353693187236786,38,350,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,38,350,0.00669230567291379,0.9992029666900635,0.9990212321281433,0.9818984270095825,7425.4443359375,7295.888671875,0.9992029666900635,0.00669230567291379,,,,,,,,,,,,,,,
0.016421597450971603,0.9995211362838745,0.9924992322921753,0.9966034293174744,7935.5,7968.0,0.9995211362838745,0.016421597450971603,39,359,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,39,359,0.006360500119626522,0.9993269443511963,0.9988426566123962,0.985296905040741,7396.888671875,7295.888671875,0.9993269443511963,0.006360500119626522,,,,,,,,,,,,,,,
0.015320030972361565,0.9995392560958862,0.9929118156433105,0.9967296123504639,7939.0,7968.0,0.9995392560958862,0.015320030972361565,40,368,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,40,368,0.005976816639304161,0.99927818775177,0.9989818930625916,0.9838552474975586,7407.0,7295.888671875,0.9993269443511963,0.005976816639304161,,,,,,,,,,,,,,,
0.014234648086130619,0.9995673298835754,0.9934554100036621,0.996814489364624,7943.5,7968.0,0.9995673298835754,0.014234648086130619,41,377,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,41,377,0.005534408614039421,0.999378502368927,0.9991356730461121,0.9859853386878967,7392.33349609375,7295.888671875,0.999378502368927,0.005534408614039421,,,,,,,,,,,,,,,
0.012116420082747936,0.9995757341384888,0.9941979646682739,0.9963271617889404,7958.5,7968.0,0.9995757341384888,0.012116420082747936,42,386,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,42,386,0.00493655214086175,0.9994177222251892,0.999104917049408,0.9866785407066345,7386.77783203125,7295.888671875,0.9994177222251892,0.00493655214086175,,,,,,,,,,,,,,,
0.011410212144255638,0.9995924234390259,0.9945692420005798,0.9964526891708374,7961.5,7968.0,0.9995924234390259,0.011410212144255638,43,395,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,43,395,0.004609652794897556,0.9994460344314575,0.9991022944450378,0.9874928593635559,7382.4443359375,7295.888671875,0.9994460344314575,0.004609652794897556,,,,,,,,,,,,,,,
0.010954221710562706,0.9996235370635986,0.9950788021087646,0.9964544773101807,7965.5,7968.0,0.9996235370635986,0.010954221710562706,44,404,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,44,404,0.004269229713827372,0.999500572681427,0.9991772174835205,0.9889023303985596,7372.33349609375,7295.888671875,0.999500572681427,0.004269229713827372,,,,,,,,,,,,,,,
0.009828153066337109,0.9996416568756104,0.9953676462173462,0.9967020750045776,7966.0,7968.0,0.9996416568756104,0.009828153066337109,45,413,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,45,413,0.004534687381237745,0.999485969543457,0.999243974685669,0.9881812334060669,7377.33349609375,7295.888671875,0.999500572681427,0.004269229713827372,,,,,,,,,,,,,,,
0.014897758141160011,0.9995812773704529,0.992671549320221,0.9980063438415527,7919.5,7968.0,0.9996416568756104,0.009828153066337109,46,422,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,46,422,0.003496238263323903,0.9995113015174866,0.9994170665740967,0.9888014197349548,7381.33349609375,7295.888671875,0.9995113015174866,0.003496238263323903,,,,,,,,,,,,,,,
0.018431406468153,0.9995701313018799,0.9918876886367798,0.9984593391418457,7904.5,7968.0,0.9996416568756104,0.009828153066337109,47,431,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,47,431,0.002822185168042779,0.9996069669723511,0.9994999766349792,0.9908813834190369,7364.0,7295.888671875,0.9996069669723511,0.002822185168042779,,,,,,,,,,,,,,,
0.011957806535065174,0.9996584057807922,0.9946662783622742,0.9978896379470825,7943.0,7968.0,0.9996584057807922,0.009828153066337109,48,440,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,48,440,0.002840066561475396,0.99967360496521,0.9995267391204834,0.9924504160881042,7348.111328125,7295.888671875,0.99967360496521,0.002822185168042779,,,,,,,,,,,,,,,
0.0077257314696908,0.999707818031311,0.9965445399284363,0.9968708753585815,7975.0,7968.0,0.999707818031311,0.0077257314696908,49,449,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,49,449,0.0028343910817056894,0.9996852874755859,0.9993798136711121,0.9929285049438477,7342.77783203125,7295.888671875,0.9996852874755859,0.002822185168042779,,,,,,,,,,,,,,,
0.008706048130989075,0.9997175931930542,0.9960082173347473,0.9976880550384521,7958.5,7968.0,0.9997175931930542,0.0077257314696908,50,458,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,50,458,0.0026770629920065403,0.9996100664138794,0.9996678829193115,0.9908577799797058,7361.22216796875,7295.888671875,0.9996852874755859,0.0026770629920065403,,,,,,,,,,,,,,,
0.013060210272669792,0.9996584057807922,0.9940887689590454,0.998465359210968,7929.0,7968.0,0.9997175931930542,0.0077257314696908,51,467,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,51,467,0.002074102871119976,0.9997388124465942,0.9996181130409241,0.9940151572227478,7337.66650390625,7295.888671875,0.9997388124465942,0.002074102871119976,,,,,,,,,,,,,,,
0.012822236865758896,0.9997020363807678,0.9942682981491089,0.9991691708564758,7920.5,7968.0,0.9997175931930542,0.0077257314696908,52,476,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,52,476,0.001945112133398652,0.9997479915618896,0.9997261762619019,0.9942264556884766,7338.5556640625,7295.888671875,0.9997479915618896,0.001945112133398652,,,,,,,,,,,,,,,
0.013275174424052238,0.999687910079956,0.9940959811210632,0.9991276264190674,7920.0,7968.0,0.9997175931930542,0.0077257314696908,53,485,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,53,485,0.0014941277913749218,0.999779462814331,0.9997686743736267,0.9949594140052795,7333.77783203125,7295.888671875,0.999779462814331,0.0014941277913749218,,,,,,,,,,,,,,,
0.007816032506525517,0.9997893571853638,0.9971026182174683,0.9981020092964172,7963.5,7968.0,0.9997893571853638,0.0077257314696908,54,494,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,54,494,0.001593645429238677,0.9998067021369934,0.9997298121452332,0.995641827583313,7326.0,7295.888671875,0.9998067021369934,0.0014941277913749218,,,,,,,,,,,,,,,
0.007334946189075708,0.9997919201850891,0.9971778392791748,0.9983083009719849,7963.0,7968.0,0.9997919201850891,0.007334946189075708,55,503,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,55,503,0.0016310994978994131,0.9997859597206116,0.9997098445892334,0.9950426816940308,7331.4443359375,7295.888671875,0.9998067021369934,0.0014941277913749218,,,,,,,,,,,,,,,
0.009996743872761726,0.9997835159301758,0.9961878061294556,0.9990476965904236,7942.0,7968.0,0.9997919201850891,0.007334946189075708,56,512,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,56,512,0.001264811959117651,0.9998002648353577,0.9998427629470825,0.9952226281166077,7329.4443359375,7295.888671875,0.9998067021369934,0.001264811959117651,,,,,,,,,,,,,,,
0.009688818827271461,0.9997849464416504,0.9961465001106262,0.9991302490234375,7940.5,7968.0,0.9997919201850891,0.007334946189075708,57,521,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,57,521,0.0012709248112514615,0.9998427629470825,0.9997948408126831,0.9963350296020508,7324.22216796875,7295.888671875,0.9998427629470825,0.001264811959117651,,,,,,,,,,,,,,,
0.007781554013490677,0.9998270273208618,0.99693763256073,0.9993792772293091,7946.0,7968.0,0.9998270273208618,0.007334946189075708,58,530,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,58,530,0.0010747358901426196,0.999835729598999,0.9998178482055664,0.9964181184768677,7322.22216796875,7295.888671875,0.9998427629470825,0.0010747358901426196,,,,,,,,,,,,,,,
0.008198045194149017,0.9998184442520142,0.9968066215515137,0.9994620084762573,7944.5,7968.0,0.9998270273208618,0.007334946189075708,59,539,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,59,539,0.0009970430983230472,0.9998365044593811,0.9998870491981506,0.9961039423942566,7323.888671875,7295.888671875,0.9998427629470825,0.0009970430983230472,,,,,,,,,,,,,,,
0.0078358706086874,0.999819815158844,0.9971365928649902,0.9991732835769653,7952.0,7968.0,0.9998270273208618,0.007334946189075708,60,548,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,60,548,0.0011245869100093842,0.9998496174812317,0.99980628490448,0.9965419769287109,7320.111328125,7295.888671875,0.9998496174812317,0.0009970430983230472,,,,,,,,,,,,,,,
0.005352019798010588,0.9998806118965149,0.9982382655143738,0.9990506172180176,7962.5,7968.0,0.9998806118965149,0.005352019798010588,61,557,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,61,557,0.0008706442313268781,0.9998781681060791,0.9998166561126709,0.9971864223480225,7315.4443359375,7295.888671875,0.9998781681060791,0.0008706442313268781,,,,,,,,,,,,,,,
0.006274411454796791,0.999872088432312,0.997983455657959,0.9992564916610718,7958.0,7968.0,0.9998806118965149,0.005352019798010588,62,566,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,62,566,0.0007806699723005295,0.9998853206634521,0.9998862147331238,0.9972889423370361,7316.5556640625,7295.888671875,0.9998853206634521,0.0007806699723005295,,,,,,,,,,,,,,,
0.007564273197203875,0.9998748302459717,0.997694730758667,0.9996277689933777,7950.0,7968.0,0.9998806118965149,0.005352019798010588,63,575,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,63,575,0.0006742547848261893,0.9998881220817566,0.9999251961708069,0.9973738789558411,7313.77783203125,7295.888671875,0.9998881220817566,0.0006742547848261893,,,,,,,,,,,,,,,
0.0064451065845787525,0.9999003410339355,0.998286783695221,0.999380350112915,7958.0,7968.0,0.9999003410339355,0.005352019798010588,64,584,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,64,584,0.000617119250819087,0.9999198913574219,0.9998956322669983,0.9981186389923096,7308.77783203125,7295.888671875,0.9999198913574219,0.000617119250819087,,,,,,,,,,,,,,,
0.006086519919335842,0.9999115467071533,0.9983280301094055,0.9996693134307861,7955.0,7968.0,0.9999115467071533,0.005352019798010588,65,593,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,65,593,0.0005978477420285344,0.9999024868011475,0.9999119639396667,0.9977309703826904,7311.77783203125,7295.888671875,0.9999198913574219,0.0005978477420285344,,,,,,,,,,,,,,,
0.005368317477405071,0.9999157190322876,0.9984930753707886,0.9996281862258911,7957.5,7968.0,0.9999157190322876,0.005352019798010588,66,602,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,66,602,0.0005658195004798472,0.9999141693115234,0.9998810887336731,0.9980144500732422,7309.22216796875,7295.888671875,0.9999198913574219,0.0005658195004798472,,,,,,,,,,,,,,,
0.007272632326930761,0.9999017715454102,0.9979979991912842,0.9997104406356812,7950.5,7968.0,0.9999157190322876,0.005352019798010588,67,611,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,67,611,0.0004991765599697828,0.9999118447303772,0.9999087452888489,0.9979758858680725,7309.888671875,7295.888671875,0.9999198913574219,0.0004991765599697828,,,,,,,,,,,,,,,
0.006925119552761316,0.9998947978019714,0.998204231262207,0.9992977380752563,7958.0,7968.0,0.9999157190322876,0.005352019798010588,68,620,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,68,620,0.00039924573502503335,0.9999419450759888,0.9999219179153442,0.9986739754676819,7305.111328125,7295.888671875,0.9999419450759888,0.00039924573502503335,,,,,,,,,,,,,,,
0.005833826027810574,0.9999213218688965,0.998451828956604,0.9998346567153931,7954.5,7968.0,0.9999213218688965,0.005352019798010588,69,629,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,69,629,0.0005899066454730928,0.9999054670333862,0.9999158382415771,0.9977619647979736,7312.77783203125,7295.888671875,0.9999419450759888,0.00039924573502503335,,,,,,,,,,,,,,,
0.0054697622545063496,0.9999312162399292,0.9986240863800049,0.9997520446777344,7956.5,7968.0,0.9999312162399292,0.005352019798010588,70,638,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,70,638,0.0005220769089646637,0.9999191761016846,0.9999449253082275,0.998070478439331,7310.5556640625,7295.888671875,0.9999419450759888,0.00039924573502503335,,,,,,,,,,,,,,,
0.004996633157134056,0.9999213218688965,0.9986168146133423,0.9996695518493652,7958.5,7968.0,0.9999312162399292,0.004996633157134056,71,647,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,71,647,0.0005232531111687422,0.9999213814735413,0.999934196472168,0.9981679916381836,7307.888671875,7295.888671875,0.9999419450759888,0.00039924573502503335,,,,,,,,,,,,,,,
0.005110578611493111,0.9999525547027588,0.999009907245636,0.9995869398117065,7961.0,7968.0,0.9999525547027588,0.004996633157134056,72,656,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,72,656,0.00040683691622689366,0.999945342540741,0.9999423623085022,0.9987213611602783,7305.0,7295.888671875,0.999945342540741,0.00039924573502503335,,,,,,,,,,,,,,,
0.006557696033269167,0.9999184608459473,0.9983280301094055,0.9998759627342224,7952.5,7968.0,0.9999525547027588,0.004996633157134056,73,665,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,73,665,0.0004117772332392633,0.9999335408210754,0.9999260306358337,0.9984531402587891,7308.22216796875,7295.888671875,0.999945342540741,0.00039924573502503335,,,,,,,,,,,,,,,
